,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
884,2009,175525610.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
885,2010,179424643.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
886,2011,183340168.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
887,2012,187280125.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
888,2013,191260799.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
889,2014,195305012.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
890,2015,199426953.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
891,2016,203631356.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
892,2017,207906210.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
893,2018,212228288.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
894,1990,17325769.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
895,1991,17535732.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
896,1992,17736827.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
897,1993,17924827.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
898,1994,18094474.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
899,1995,18242917.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
900,1996,18367290.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
901,1997,18470897.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
902,1998,18564595.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
903,1999,18663293.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
904,2000,18777606.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
905,2001,18911727.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
906,2002,19062476.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
907,2003,19224036.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
908,2004,19387153.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
909,2005,19544988.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
910,2006,19695977.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
911,2007,19842044.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
912,2008,19983984.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
913,2009,20123508.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
914,2010,20261738.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
915,2011,20398496.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
916,2012,20425000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
917,2013,20585000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
918,2014,20778000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
919,2015,20970000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
920,2016,21203000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
921,2017,21444000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
922,2018,21670000.0,SP.POP.TOTL,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
923,1990,249623000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
924,1991,252981000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
925,1992,256514000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
926,1993,259919000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
927,1994,263126000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
928,1995,266278000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
929,1996,269394000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
930,1997,272657000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
931,1998,275854000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
932,1999,279040000.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
933,2000,282162411.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
934,2001,284968955.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
935,2002,287625193.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
936,2003,290107933.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
937,2004,292805298.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
938,2005,295516599.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
939,2006,298379912.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
940,2007,301231207.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
941,2008,304093966.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
942,2009,306771529.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
943,2010,309327143.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
944,2011,311583481.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
945,2012,313877662.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
946,2013,316059947.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
947,2014,318386329.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
948,2015,320738994.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
949,2016,323071755.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
950,2017,325122128.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
951,2018,326838199.0,SP.POP.TOTL,USA,United States,North America,High income,Not classified
